"Season","Team","Basic","1B","2B","3B","HR","SO","BB","GB","FB","LD","IFFB","FIP"
"1993","Angels","100","100","95","86","105","101","100","","","","","102"
"1993","Orioles","101","100","96","92","104","100","100","","","","","101"
"1993","Red Sox","104","104","112","99","97","100","103","","","","","100"
"1993","White Sox","97","100","95","101","98","97","98","","","","","99"
"1993","Indians","100","102","97","95","95","98","101","","","","","99"
"1993","Tigers","102","99","96","97","108","101","103","","","","","103"
"1993","Royals","102","102","108","128","88","95","98","","","","","98"
"1993","Twins","102","100","104","114","101","103","101","","","","","100"
"1993","Yankees","99","99","96","86","103","97","97","","","","","101"
"1993","Athletics","94","97","92","89","98","102","99","","","","","99"
"1993","Mariners","101","98","108","97","101","105","102","","","","","100"
"1993","Rangers","99","99","97","107","102","103","99","","","","","99"
"1993","Blue Jays","101","98","103","111","107","101","100","","","","","102"
"1993","Braves","103","102","100","89","106","97","99","","","","","102"
"1993","Cubs","101","100","100","101","106","100","100","","","","","102"
"1993","Reds","101","98","103","92","105","98","104","","","","","103"
"1993","Rockies","114","106","104","163","106","97","103","","","","","104"
"1993","Marlins","99","101","96","109","97","101","102","","","","","100"
"1993","Astros","95","98","99","101","89","104","98","","","","","95"
"1993","Dodgers","95","102","90","79","93","99","98","","","","","97"
"1993","Brewers","101","102","100","98","94","99","103","","","","","99"
"1993","Expos","99","99","106","101","92","99","101","","","","","98"
"1993","Mets","99","101","96","105","99","100","98","","","","","99"
"1993","Phillies","101","99","104","99","100","102","100","","","","","100"
"1993","Pirates","100","99","103","102","98","101","100","","","","","99"
"1993","Cardinals","98","99","101","106","93","98","99","","","","","99"
"1993","Padres","100","99","95","92","109","101","100","","","","","102"
"1993","Giants","95","97","97","91","98","100","98","","","","","99"
