"Season","Team","Basic","1B","2B","3B","HR","SO","BB","GB","FB","LD","IFFB","FIP"
"2006","Angels","99","102","100","90","97","99","98","101","102","98","96","99"
"2006","Orioles","101","102","97","89","106","97","100","101","102","100","101","103"
"2006","Red Sox","103","100","116","94","94","99","100","101","99","101","98","98"
"2006","White Sox","104","100","97","85","114","100","102","100","101","100","102","105"
"2006","Indians","99","100","100","85","94","100","104","101","96","101","100","98"
"2006","Tigers","100","102","96","119","99","98","99","101","101","102","104","100"
"2006","Royals","100","101","105","103","92","97","101","101","100","101","95","99"
"2006","Twins","98","99","98","100","95","102","96","99","99","100","96","97"
"2006","Yankees","100","100","97","88","103","101","98","99","102","99","99","100"
"2006","Athletics","98","98","99","93","97","97","100","100","102","100","103","100"
"2006","Mariners","96","98","98","86","97","105","102","98","101","96","104","98"
"2006","Devil Rays","98","99","95","108","99","100","101","99","100","98","104","100"
"2006","Rangers","104","101","102","124","105","100","100","100","100","103","100","102"
"2006","Blue Jays","101","98","102","117","106","103","100","100","98","101","100","101"
"2006","Diamondbacks","105","101","105","126","107","98","101","102","101","101","96","103"
"2006","Braves","100","101","98","98","99","101","101","99","100","102","99","99"
"2006","Cubs","104","100","103","99","108","101","99","100","100","99","98","102"
"2006","Reds","102","98","100","85","109","100","99","99","102","98","102","103"
"2006","Rockies","109","107","106","117","108","96","101","103","99","110","100","104"
"2006","Marlins","98","98","99","111","96","105","104","97","100","98","103","98"
"2006","Astros","99","99","98","106","105","101","99","100","100","99","98","101"
"2006","Dodgers","98","99","96","79","101","102","100","99","99","97","99","99"
"2006","Brewers","100","97","99","100","101","103","104","98","100","98","105","100"
"2006","Nationals","96","98","98","102","91","100","97","98","102","97","107","97"
"2006","Mets","97","99","98","87","96","100","100","101","100","96","102","99"
"2006","Phillies","102","100","99","97","109","99","98","101","98","103","98","103"
"2006","Pirates","98","102","105","96","93","98","98","101","100","106","97","98"
"2006","Cardinals","97","101","97","95","92","98","101","100","100","101","105","98"
"2006","Padres","92","97","91","107","90","103","99","98","99","96","98","96"
"2006","Giants","101","101","102","115","93","98","99","103","97","101","96","98"
